id;latitude;longitude;HLB;date
22MR11;-21,051;55,535;0;29/05/2018
22MR12;-21,051;55,534;0;29/05/2018
C18-201;-21,031;55,508;0;27/03/2018
C18-202;-21,031;55,508;0;27/03/2018
C18-203;-21,03;55,509;0;27/03/2018
C18-236;-21,027;55,543;1;27/03/2018
C18-227;-21,027;55,543;0;27/03/2018
C18-243;-21,028;55,542;0;27/03/2018
C18-233;-21,028;55,543;0;27/03/2018
C18-228;-21,031;55,542;0;27/03/2018
C18-258;-21,031;55,542;0;27/03/2018
C18-229;-21,03;55,542;0;27/03/2018
C18-242;-21,03;55,542;0;27/03/2018
C18-260;-21,03;55,542;0;27/03/2018
C18-259;-21,03;55,542;0;27/03/2018
C18-232;-21,03;55,542;0;27/03/2018
C18-241;-21,03;55,542;0;27/03/2018
C18-246;-21,03;55,542;0;27/03/2018
C18-247;-21,03;55,542;0;27/03/2018
C18-235;-21,03;55,542;0;27/03/2018
C18-230;-21,029;55,543;0;27/03/2018
C18-248;-21,029;55,542;1;27/03/2018
C18-239;-21,029;55,542;0;27/03/2018
C18-255;-21,029;55,542;0;27/03/2018
C18-252;-21,028;55,542;0;27/03/2018
C18-250;-21,031;55,542;0;27/03/2018
C18-257;-21,031;55,542;0;27/03/2018
C18-256;-21,03;55,542;0;27/03/2018
C18-237;-21,03;55,542;0;27/03/2018
C18-245;-21,03;55,542;0;27/03/2018
C18-231;-21,03;55,543;0;27/03/2018
C18-238;-21,03;55,543;0;27/03/2018
C18-249;-21,03;55,543;0;27/03/2018
C18-253;-21,029;55,543;0;27/03/2018
C18-251;-21,029;55,543;0;27/03/2018
C18-254;-21,029;55,543;0;27/03/2018
C18-240;-21,029;55,542;0;27/03/2018
C18-244;-21,029;55,542;0;27/03/2018
C18-234;-21,029;55,543;0;27/03/2018
C18-204;-21,031;55,52;0;27/03/2018
C18-205;-21,031;55,52;0;27/03/2018
C18-206;-21,032;55,52;0;27/03/2018
C18-207;-21,032;55,521;0;27/03/2018
C18-208;-21,031;55,52;0;27/03/2018
C18-209;-21,031;55,52;0;27/03/2018
C18-210;-21,031;55,52;0;27/03/2018
C18-211;-21,031;55,52;0;27/03/2018
C18-212;-21,031;55,521;0;27/03/2018
C18-213;-21,031;55,521;0;27/03/2018
C18-214;-21,031;55,521;0;27/03/2018
C18-215;-21,031;55,521;0;27/03/2018
C18-216;-21,031;55,52;0;27/03/2018
C18-217;-21,032;55,52;0;27/03/2018
C18-218;-21,031;55,52;0;27/03/2018
C18-219;-21,031;55,52;0;27/03/2018
C18-220;-21,031;55,52;0;27/03/2018
C18-221;-21,031;55,52;0;27/03/2018
C18-222;-21,031;55,52;0;27/03/2018
C18-223;-21,031;55,52;0;27/03/2018
C18-224;-21,031;55,52;0;27/03/2018
C18-225;-21,03;55,52;0;27/03/2018
C18-226;-21,03;55,52;0;27/03/2018
35TRP1-1;-21,282;55,558;0;28/08/2018
35TRP1-2;-21,282;55,558;0;28/08/2018
35TRP2-2;-21,282;55,556;0;28/08/2018
35TRP2-1;-21,282;55,556;0;28/08/2018
35TRP2-3;-21,282;55,558;0;28/08/2018
35TRP3-1;-21,282;55,559;0;28/08/2018
35TRP3-2;-21,283;55,559;0;28/08/2018
35TRP3-3;-21,283;55,56;0;28/08/2018
35PJAP1;-21,231;55,518;0;28/08/2018
35PJAP2;-21,234;55,519;0;28/08/2018
35PJAP3;-21,239;55,522;0;28/08/2018
35RJYBP1;-21,211;55,549;0;28/08/2018
35RJYBP2;-21,212;55,549;0;28/08/2018
35RJYBP3;-21,211;55,548;0;28/08/2018
35RJYBP4;-21,211;55,548;0;28/08/2018
35RJYBP5;-21,212;55,547;0;28/08/2018
35RJYBP6;-21,212;55,547;0;28/08/2018
35PPP1;-21,242;55,51;0;28/08/2018
35PPP2-1;-21,24;55,509;0;28/08/2018
35PPP2-2;-21,24;55,509;0;28/08/2018
35PPP3;-21,241;55,509;0;28/08/2018
35FJYP1-1;-21,28;55,56;0;28/08/2018
35FJYP1-2;-21,28;55,56;0;28/08/2018
35FJYP1-3;-21,28;55,56;0;28/08/2018
35FJYP1-4;-21,28;55,56;0;28/08/2018
35FJYP1-5;-21,28;55,56;0;28/08/2018
35FJYP2-1;-21,28;55,56;0;28/08/2018
35FJYP2-2;-21,28;55,56;0;28/08/2018
35FJYP2-3;-21,28;55,56;0;28/08/2018
35FJYP2-4;-21,281;55,56;0;28/08/2018
35FJYP2-5;-21,28;55,56;0;28/08/2018
35FJYP2-6;-21,28;55,559;0;28/08/2018
35FJYP3;-21,28;55,56;0;28/08/2018
35CJLP1;-21,254;55,545;0;28/08/2018
35CJLP2;-21,255;55,545;0;28/08/2018
35CJLP3;-21,333;55,549;0;28/08/2018
35CMPP1;-21,243;55,548;0;28/08/2018
35CMPP2;-21,243;55,548;0;28/08/2018
35CMPP3;-21,244;55,548;0;28/08/2018
35CMPP4;-21,244;55,548;0;28/08/2018
35CMPP5;-21,244;55,547;0;28/08/2018
37HJO11;-21,288;55,555;0;22/01/2019
04BJP1 02;-21,288;55,555;0;22/01/2019
04BJP1 03;-21,288;55,555;0;22/01/2019
04BJP1 04;-21,288;55,555;0;22/01/2019
04BJP1 05;-21,289;55,555;0;22/01/2019
04BJP1 06;-21,289;55,555;0;22/01/2019
04FLJP1 01;-21,282;55,553;0;22/01/2019
04GEP1 01;-21,231;55,529;0;22/01/2019
04GEP1 02;-21,231;55,529;0;22/01/2019
04GEP1 03;-21,231;55,529;0;22/01/2019
04GEP1 04;-21,231;55,529;0;22/01/2019
04GEP1 05;-21,23;55,529;0;22/01/2019
04GEP1 06;-21,231;55,53;0;22/01/2019
04BPP1 01;-21,291;55,541;1;22/01/2019
04BPP1 02;-21,291;55,541;1;22/01/2019
04-BS-P1-01;-21,265;55,48;1;22/01/2019
04-BS-P1-02;-21,265;55,48;1;22/01/2019
04-BS-P1-03;-21,265;55,48;0;22/01/2019
04-BS-P1-04;-21,264;55,481;0;22/01/2019
04-BS-P1-05;-21,264;55,481;0;22/01/2019
04-BS-P2-01;-21,264;55,48;0;22/01/2019
08-NDA-P1-02;-21,056;55,267;0;19/02/2019
08-NDA-P1-01;-21,056;55,267;0;19/02/2019
08-CA-P1-01;-21,067;55,279;1;19/02/2019
08-HS-P1-01;-21,054;55,302;0;19/02/2019
08-HS-P1-02;-21,053;55,302;0;19/02/2019
08-HS-P1-03;-21,054;55,302;0;19/02/2019
08-HS-P1-04;-21,054;55,303;0;19/02/2019
08-HS-P1-05;-21,054;55,303;0;19/02/2019
08-HS-P1-06;-21,054;55,302;0;19/02/2019
08-HS-P1-07;-21,055;55,302;0;19/02/2019
08-HS-P1-08;-21,055;55,302;0;19/02/2019
08-GMR-P1-02;-21,048;55,307;0;19/02/2019
08-GMR-P1-03;-21,049;55,307;0;19/02/2019
08-GMR-P1-04;-21,049;55,306;0;19/02/2019
08-GMR-P1-05;-21,048;55,306;0;19/02/2019
08-GMR-P1-01;-21,048;55,307;0;19/02/2019
08-PPH-P1-01;-21,221;55,525;0;19/02/2019
08-PPH-P2-01;-21,222;55,524;0;19/02/2019
08-MER-P1-01;-21,302;55,546;0;19/02/2019
08-LPR-P1-01;-21,001;55,342;0;19/02/2019
08-SM-P1-01;-21,009;55,35;0;19/02/2019
08-SM-P1-02;-21,009;55,351;0;19/02/2019
08-PI-P1-01;-21,018;55,324;0;19/02/2019
08-PI-P1-02;-21,018;55,324;0;19/02/2019
08-PI-P1-03;-21,017;55,324;0;19/02/2019
08-MLJ-P1-01;-21,108;55,699;1;19/02/2019
08-MLJ-P1-02;-21,108;55,698;1;19/02/2019
08-MLJ-P1-03;-21,108;55,698;0;19/02/2019
08-BJ-P1-01;-21,061;55,648;0;19/02/2019
08-BJ-P1-02;-21,061;55,647;0;19/02/2019
08-BJ-P1-03;-21,06;55,648;0;19/02/2019
08-JN-P1-01;-21,108;55,702;0;19/02/2019
08-JN-P1-02;-21,108;55,702;0;19/02/2019
08-RL-P1-01;-21,024;55,615;0;19/02/2019
08-RL-P1-02;-21,024;55,615;0;19/02/2019
12-GE-P1-01;-21,152;55,802;0;19/03/2019
12-GSC-P1-01;-21,346;55,703;0;19/03/2019
12-GSC-P1-02;-21,346;55,704;0;19/03/2019
12-MI-P1-01;-21,345;55,702;0;19/03/2019
12-MI-P1-02;-21,345;55,702;0;19/03/2019
12-MI-P1-03;-21,345;55,702;1;19/03/2019
12-MI-P1-04;-21,345;55,702;0;19/03/2019
12-MI-P1-05;-21,344;55,702;0;19/03/2019
12-MI-P1-06;-21,345;55,703;0;19/03/2019
12-HG-P1-01;-21,265;55,537;1;19/03/2019
12-HG-P2-01;-21,245;55,534;0;19/03/2019
12-HG-P2-02;-21,245;55,534;0;19/03/2019
12-PAE-P1-01;-21,283;55,542;0;19/03/2019
12-PAE-P1-02;-21,283;55,542;1;19/03/2019
12-FLD-P1-01;-21,329;55,608;0;19/03/2019
12-FLD-P1-02;-21,329;55,608;0;19/03/2019
12-FLD-P1-03;-21,329;55,608;0;19/03/2019
12-FLD-P1-04;-21,329;55,609;1;19/03/2019
12-MJP-P1-01;-21,343;55,578;1;19/03/2019
12-MJP-P1-02;-21,344;55,578;0;19/03/2019
12-MJP-P2-01;-21,34;55,578;1;19/03/2019
12-MJP-P2-02;-21,34;55,578;0;19/03/2019
12-MJP-P2-03;-21,34;55,578;1;19/03/2019
12-MJP-P3-01;-21,336;55,599;0;19/03/2019
12-MJP-P3-02;-21,336;55,599;0;19/03/2019
12-MJP-P3-03;-21,336;55,593;0;19/03/2019
12-MJP-P3-04;-21,336;55,599;0;19/03/2019
12-HS-P1-01;-21,35;55,56;1;19/03/2019
12-HS-P1-02;-21,35;55,56;0;19/03/2019
12-HS-P1-03;-21,35;55,56;0;19/03/2019
12-HS-P1-04;-21,35;55,561;0;19/03/2019
12-HS-P1-05;-21,349;55,56;1;19/03/2019
12-HS-P1-06;-21,349;55,56;0;19/03/2019
12-HS-P1-07;-21,349;55,56;1;19/03/2019
12-HS-P1-08;-21,349;55,559;1;19/03/2019
12-HS-P1-09;-21,349;55,559;1;19/03/2019
12-HS-P1-10;-21,349;55,56;0;19/03/2019
12-HS-P1-11;-21,35;55,558;1;19/03/2019
12-HS-P1-12;-21,35;55,558;1;19/03/2019
12-HS-P1-13;-21,35;55,559;0;19/03/2019
12-HS-P1-14;-21,35;55,559;1;19/03/2019
12-HS-P1-15;-21,35;55,559;0;19/03/2019
12-PJL-P1-01;-21,361;55,581;1;19/03/2019
12-PJL-P1-02;-21,36;55,581;1;19/03/2019
16-NJ-P1-01;-21,365;55,692;0;16/04/2019
16-HJG-P1-01;-21,322;55,607;0;16/04/2019
16-HJK-P1-01;-21,328;55,653;0;16/04/2019
16-HJK-P1-03;-21,329;55,654;0;16/04/2019
16-HJK-P1-02;-21,329;55,654;0;16/04/2019
16-HJK-P1-04;-21,329;55,653;0;16/04/2019
16-HJK-P1-05;-21,33;55,653;0;16/04/2019
16-HJK-P1-06;-21,329;55,653;0;16/04/2019
16-GB-P1-01;-20,978;55,587;0;16/04/2019
16-GB-P1-02;-20,979;55,586;0;16/04/2019
16-GB-P1-03;-20,979;55,586;0;16/04/2019
16-GB-P1-04;-20,979;55,586;0;16/04/2019
16-GB-P1-05;-20,979;55,586;0;16/04/2019
16-GB-P1-06;-20,979;55,586;0;16/04/2019
16-DMG-P1-01;-21,027;55,465;0;16/04/2019
16-DMG-P2-01;-21,027;55,465;0;16/04/2019
16-DMG-P2-02;-21,028;55,465;0;16/04/2019
16-DMG-P3-01;-21,027;55,465;0;16/04/2019
16-DMG-P3-02;-21,028;55,465;0;16/04/2019
16-JN-P1-01;-21,125;55,725;1;16/04/2019
16-JN-P1-02;-21,125;55,725;0;16/04/2019
16-JN-P1-03;-21,126;55,725;0;16/04/2019
16-SJM-P1-01;-20,933;55,595;1;16/04/2019
16-SJM-P1-02;-20,934;55,595;1;16/04/2019
16-FL-P1-01;-21,309;55,415;0;16/04/2019
16-HDP-P1-01;-21,32;55,65;0;16/04/2019
16-NJB-P1-01;-21,281;55,37;1;16/04/2019
16-NJB-P1-02;-21,281;55,371;0;16/04/2019
16-NJB-P1-03;-21,282;55,371;1;16/04/2019
16-NJB-P1-04;-21,282;55,371;0;16/04/2019
16-NJB-P1-05;-21,282;55,371;0;16/04/2019
48-PBL-P1-01;-21,231;55,514;0;25/11/2019
45-LC-P1-01;-21,085;55,257;0;04/11/2019
45-LC-P1-02;-21,085;55,258;0;04/11/2019
45-LC-P1-03;-21,085;55,258;0;04/11/2019
45-LC-P1-04;-21,084;55,258;0;04/11/2019
45-LC-P1-05;-21,084;55,257;0;04/11/2019
45-MSK-P1-01;-21,072;55,317;0;04/11/2019
45-MSK-P1-03;-21,072;55,317;0;04/11/2019
45-MSK-P1-02;-21,073;55,317;0;04/11/2019
45-MSK-P1-04;-21,072;55,316;0;04/11/2019
45-MR-P1-01;-21,052;55,535;0;04/11/2019
45-MR-P1-02;-21,052;55,535;0;04/11/2019
45-MR-P1-03;-21,051;55,536;0;04/11/2019
45-MR-P1-04;-21,051;55,535;0;04/11/2019
45-MR-P1-05;-21,051;55,535;0;04/11/2019
45-MR-P1-06;-21,051;55,534;0;04/11/2019
45-MR-P1-07;-21,052;55,534;0;04/11/2019
45-MR-P1-08;-21,052;55,534;0;04/11/2019
45-MR-P1-09;-21,052;55,534;0;04/11/2019
45-MR-P1-10;-21,051;55,533;0;04/11/2019
45-MR-P1-11;-21,051;55,534;0;04/11/2019
45-MR-P1-12;-21,051;55,535;0;04/11/2019
45-BHM-P1-01;-21,036;55,521;0;04/11/2019
45-BHM-P1-02;-21,036;55,521;0;04/11/2019
45-BHM-P1-03;-21,037;55,52;0;04/11/2019
21-V-P1 01;-21,015;55,345;0;21/05/2019
49-BB-P1-01;-21,322;55,572;0;02/12/2019
49-EARLF-P1-01;-21,336;55,581;0;02/12/2019
21-EARLLF-P2 01;-21,336;55,581;1;21/05/2019
49-GCA-P1-01;-21,342;55,586;0;02/12/2019
21-PG-P1 01;-21,348;55,547;1;21/05/2019
21-PG-P1 02;-21,348;55,547;1;21/05/2019
21-PG-P1 03;-21,349;55,547;1;21/05/2019
48-PP-P1-01;-21,239;55,51;0;25/11/2019
48-PP-P1-02;-21,239;55,51;0;25/11/2019
48-PP-P2-01;-21,24;55,509;0;25/11/2019
48-PP-P2-02;-21,24;55,509;0;25/11/2019
48-TR-P1-01;-21,282;55,558;0;25/11/2019
48-TR-P1-02;-21,282;55,558;0;25/11/2019
45-MDJ-P1-01;-21,03;55,489;0;04/11/2019
45-MDJ-P1-02;-21,029;55,489;0;04/11/2019
45-MDJ-P1-03;-21,03;55,49;0;04/11/2019
45-MDJ-P1-04;-21,03;55,49;0;04/11/2019
45-MDJ-P1-05;-21,03;55,491;0;04/11/2019
45-GU-P2-01;-21,07;55,509;0;04/11/2019
45-GU-P1-01;-21,071;55,509;0;04/11/2019
26-TMC-P1-01;-21,228;55,377;0;25/06/2019
26-TMC-P1-01;-21,229;55,377;0;25/06/2019
48-MM-P1-01;-21,22;55,485;0;25/11/2019
26-MM-P1-02;-21,219;55,485;1;25/06/2019
48-MMY-P1-01;-21,235;55,482;0;25/11/2019
48-MMY-P1-02;-21,235;55,482;0;25/11/2019
26-YL-P1-01;-21,359;55,587;1;25/06/2019
26-BML-P1-01;-21,328;55,556;0;25/06/2019
26-BML-P1-02;-21,328;55,556;0;25/06/2019
26-BML-P1-03;-21,328;55,556;1;25/06/2019
49-YJL-P1-01;-21,311;55,577;0;02/12/2019
49-YJL-P1-02;-21,311;55,577;0;02/12/2019
49-YJL-P1-03;-21,312;55,577;0;02/12/2019
49-YJL-P1-04;-21,312;55,577;0;02/12/2019
49-YJL-P1-05;-21,311;55,576;0;02/12/2019
49-YJL-P1-06;-21,311;55,577;0;02/12/2019
49-YJL-P1-07;-21,311;55,577;0;02/12/2019
49-YJL-P1-08;-21,311;55,577;0;02/12/2019
49-YJL-P1-09;-21,311;55,577;0;02/12/2019
49-YJL-P2-01;-21,311;55,578;0;02/12/2019
49-YJL-P2-02;-21,311;55,578;0;02/12/2019
49-YJL-P2-03;-21,311;55,577;0;02/12/2019
49-YJL-P2-04;-21,31;55,577;0;02/12/2019
49-YJL-P2-05;-21,31;55,577;0;02/12/2019
49-YJL-P2-06;-21,311;55,577;0;02/12/2019
49-YJL-P2-07;-21,311;55,576;0;02/12/2019
49-YJL-P2-08;-21,311;55,576;0;02/12/2019
49-YJL-P2-09;-21,311;55,577;0;02/12/2019
49-YJL-P3-01;-21,312;55,578;0;02/12/2019
49-YJL-P3-02;-21,312;55,578;0;02/12/2019
49-YJL-P3-03;-21,312;55,577;0;02/12/2019
49-YJL-P4-01;-21,312;55,577;0;02/12/2019
49-YJL-P4-02;-21,312;55,577;0;02/12/2019
49-YJL-P4-03;-21,312;55,578;0;02/12/2019
45-NS-P1-01;-21,083;55,277;0;04/11/2019
45-NS-P1-02;-21,082;55,277;0;04/11/2019
45-NS-P1-03;-21,082;55,278;0;04/11/2019
45-NS-P1-04;-21,082;55,278;0;04/11/2019
48-BJL-P1-01;-21,207;55,425;0;25/11/2019
48-BMA-P1-01;-21,234;55,443;0;25/11/2019
32-BTM-P1-01;-21,258;55,388;0;06/08/2019
48-GDA-P1-01;-21,198;55,533;0;25/11/2019
48-GDA-P1-02;-21,199;55,532;0;25/11/2019
48-GDA-P1-03;-21,199;55,532;0;25/11/2019
48-GDA-P2-01;-21,197;55,533;0;25/11/2019
48-GDA-P2-02;-21,197;55,533;0;25/11/2019
48-GDA-P2-03;-21,197;55,533;0;25/11/2019
48-FE-P1-01;-21,236;55,538;0;25/11/2019
48-FE-P1-02;-21,236;55,538;0;25/11/2019
48-FE-P1-03;-21,235;55,539;0;25/11/2019
48-FE-P1-04;-21,235;55,539;0;25/11/2019
32-BTM-P2-01;-21,257;55,387;0;08/08/2019
32-BTM-P2-02;-21,257;55,386;0;08/08/2019
32-BTM-P2-03;-21,257;55,387;0;08/08/2019
32-BTM-P2-04;-21,257;55,387;0;08/08/2019
32-BTM-P2-05;-21,256;55,387;0;08/08/2019
48-HRR-P1-01;-21,244;55,471;0;25/11/2019
48-HRR-P1-02;-21,243;55,47;0;25/11/2019
48-HRR-P1-03;-21,243;55,47;0;25/11/2019
48-HRR-P1-04;-21,243;55,47;0;25/11/2019
48-HRR-P1-05;-21,243;55,47;0;25/11/2019
48-HRR-P1-06;-21,243;55,47;0;25/11/2019
48-HRR-P1-07;-21,244;55,47;0;25/11/2019
48-HRR-P2-01;-21,239;55,464;0;25/11/2019
48-HRR-P2-02;-21,239;55,464;0;25/11/2019
48-HRR-P3-01;-21,226;55,47;0;25/11/2019
48-HRR-P3-02;-21,225;55,471;0;25/11/2019
48-HRR-P3-03;-21,224;55,471;0;25/11/2019
34-BO-P1-01;-21,029;55,514;0;20/08/2019
34-BO-P1-02;-21,029;55,513;0;20/08/2019
34-BO-P1-03;-21,029;55,514;0;20/08/2019
34-BO-P2-01;-21,031;55,508;0;20/08/2019
34-BO-P2-02;-21,031;55,508;0;20/08/2019
34-BO-P2-03;-21,03;55,509;0;20/08/2019
34-BJA-P1-01;-21,023;55,544;0;20/08/2019
34-BJA-P1-02;-21,024;55,543;0;20/08/2019
34-BJA-P1-03;-21,024;55,543;0;20/08/2019
34-BJA-P1-04;-21,024;55,543;0;20/08/2019
34-BJA-P1-05;-21,024;55,543;0;20/08/2019
34-BJA-P1-06;-21,023;55,543;0;20/08/2019
34-BJA-P1-07;-21,024;55,543;0;20/08/2019
34-BJA-P1-08;-21,024;55,543;0;20/08/2019
34-BJA-P1-09;-21,024;55,543;0;20/08/2019
34-BJA-P1-10;-21,024;55,542;0;20/08/2019
34-GJM-P1-01;-21,029;55,477;0;20/08/2019
34-GJM-P2-01;-21,029;55,478;0;20/08/2019
34-GJM-P3-01;-21,029;55,477;0;20/08/2019
34-CIM-P1-01;-21,031;55,465;0;20/08/2019
34-CIM-P1-02;-21,03;55,464;0;20/08/2019
34-CIM-P1-03;-21,031;55,464;0;20/08/2019
34-CIM-P1-04;-21,03;55,464;0;20/08/2019
34-CIM-P1-05;-21,03;55,463;0;20/08/2019
34-CIM-P1-06;-21,03;55,464;0;20/08/2019
34-CIM-P1-07;-21,032;55,463;0;20/08/2019
34-CIM-P1-08;-21,031;55,463;0;20/08/2019
34-CIM-P1-09;-21,031;55,463;0;20/08/2019
34-CIM-P1-10;-21,031;55,463;0;20/08/2019
34-BH-P1-01;-21,043;55,532;0;20/08/2019
36-PJ-P1-01;-21,046;55,7;1;03/09/2019
36-NR-P1-01;-21,098;55,671;0;03/09/2019
36-NR-P1-02;-21,098;55,67;0;03/09/2019
36-ERA-P1-01;-21,053;55,499;0;03/09/2019
36-ERA-P1-02;-21,053;55,499;0;03/09/2019
36-ERA-P1-03;-21,053;55,498;0;03/09/2019
36-ERA-P1-04;-21,053;55,498;0;03/09/2019
36-ERA-P1-05;-21,053;55,492;0;03/09/2019
36-ERA-P1-06;-21,053;55,498;0;03/09/2019
36-MO-P1-01;-21,114;55,703;0;03/09/2019
36-MO-P1-02;-21,114;55,703;0;03/09/2019
36-MO-P2-01;-21,112;55,705;0;03/09/2019
36-MO-P2-02;-21,111;55,699;0;03/09/2019
36-MO-P2-03;-21,111;55,705;0;03/09/2019
36-MO-P2-04;-21,112;55,705;0;03/09/2019
36-RAP-P1-01;-21,108;55,691;1;03/09/2019
36-RAP-P1-02;-21,108;55,691;0;03/09/2019
36-RAP-P2-01;-21,108;55,691;0;03/09/2019
36-RAP-P3-01;-21,109;55,691;0;03/09/2019
36-RAP-P4-01;-21,109;55,69;0;03/09/2019
36-RAP-P4-02;-21,109;55,69;0;03/09/2019
36-RAP-P5-01;-21,108;55,69;0;03/09/2019
36-RAP-P5-02;-21,108;55,69;1;03/09/2019
36-BG-P1-01;-21,117;55,711;0;03/09/2019
36-BG-P1-02;-21,117;55,71;1;03/09/2019
36-BG-P1-03;-21,117;55,71;0;03/09/2019
36-BG-P1-04;-21,117;55,71;0;03/09/2019
36-BG-P1-05;-21,116;55,709;0;03/09/2019
36-BG-P1-06;-21,117;55,709;0;03/09/2019
38-LJ-P1-01;-21,24;55,41;0;17/09/2019
38-RS-P1-01;-21,064;55,26;0;17/09/2019
38-RS-P2-01;-21,064;55,26;1;17/09/2019
38-RS-P3-01;-21,064;55,26;0;17/09/2019
38-RS-P4-01;-21,062;55,259;0;17/09/2019
38-DF-P1-01;-21,243;55,44;0;17/09/2019
38-DF-P1-02;-21,243;55,44;0;17/09/2019
38-LRP-P1-01;-21,211;55,351;0;17/09/2019
38-LRP-P1-02;-21,211;55,35;0;17/09/2019
38-LRP-P1-03;-21,211;55,35;0;17/09/2019
38-LRP-P1-04;-21,211;55,351;0;17/09/2019
38-LRP-P1-05;-21,211;55,35;0;17/09/2019
38-LRP-P1-06;-21,211;55,35;0;17/09/2019
38-LRP-P1-07;-21,211;55,35;0;17/09/2019
38-LRP-P1-08;-21,212;55,35;0;17/09/2019
38-LRP-P1-09;-21,212;55,35;0;17/09/2019
38-LRP-P1-10;-21,212;55,349;0;17/09/2019
38-LRP-P1-11;-21,213;55,349;0;17/09/2019
38-LRP-P1-12;-21,213;55,348;0;17/09/2019
26-EARLJT-P1-01;-21,043;55,226;0;22/06/2020
26-BDM-P1-01;-21,038;55,238;0;22/06/2020
26-BDM-P1-02;-21,038;55,238;0;22/06/2020
26-BDM-P1-03;-21,038;55,237;0;22/06/2020
26-BDM-P1-04;-21,038;55,237;0;22/06/2020
26-BDM-P1-05;-21,037;55,238;0;22/06/2020
26-BDM-P1-06;-21,038;55,238;0;22/06/2020
26-BDM-P1-07;-21,038;55,238;0;22/06/2020
26-LYC-P1-01;-21,062;55,25;0;22/06/2020
26-LYC-P1-02;-21,062;55,25;0;22/06/2020
26-LYC-P1-03;-21,062;55,249;0;22/06/2020
26-MP-P1-01;-21,055;55,276;0;22/06/2020
26-NDA-P1-01;-21,056;55,267;0;22/06/2020
26-NDA-P1-02;-21,056;55,267;0;22/06/2020
26-HR-P1-01;-21,044;55,293;0;22/06/2020
26-HR-P1-02;-21,044;55,294;0;22/06/2020
26-HR-P1-03;-21,043;55,294;0;22/06/2020
26-MSK-P1-01;-21,072;55,316;0;22/06/2020
26-MSK-P1-02;-21,073;55,316;0;22/06/2020
26-MSK-P1-03;-21,073;55,317;0;22/06/2020
26-MSK-P1-04;-21,071;55,317;0;22/06/2020
26-PI-P1-01;-21,017;55,324;0;22/06/2020
26-PI-P1-02;-21,017;55,323;0;22/06/2020
26-PI-P1-03;-21,018;55,324;0;22/06/2020
26-PI-P1-04;-21,018;55,324;0;22/06/2020
26-LC-P1-01;-21,084;55,259;0;23/06/2020
26-LC-P1-02;-21,084;55,257;0;23/06/2020
26-LC-P1-03;-21,084;55,257;0;23/06/2020
26-LC-P1-04;-21,085;55,258;0;23/06/2020
26-LC-P1-05;-21,085;55,258;0;23/06/2020
27-BJY-P1-01;-21,202;55,408;0;29/06/2020
27-BF-P1-01;-21,243;55,44;0;29/06/2020
27-BF-P1-02;-21,243;55,441;0;29/06/2020
27-CA-P1-01;-21,286;55,432;0;29/06/2020
27-PJA-P1-01;-21,222;55,401;0;29/06/2020
27-PJA-P1-02;-21,222;55,401;0;29/06/2020
27-PJA-P1-03;-21,222;55,401;0;29/06/2020
27-PJA-P1-04;-21,222;55,401;0;29/06/2020
27-PJA-P1-05;-21,222;55,4;0;29/06/2020
27-PJA-P1-06;-21,222;55,401;0;29/06/2020
27-FJM-P1-01;-21,207;55,401;0;29/06/2020
27-FJM-P1-02;-21,207;55,401;0;29/06/2020
27-FJM-P1-03;-21,207;55,401;0;29/06/2020
27-FJM-P1-04;-21,207;55,4;0;29/06/2020
27-FJM-P1-05;-21,207;55,4;0;29/06/2020
27-FJM-P1-06;-21,207;55,4;0;29/06/2020
27-FJM-P1-07;-21,207;55,4;0;29/06/2020
27-FJM-P1-08;-21,207;55,399;0;29/06/2020
27-FJM-P1-09;-21,207;55,399;0;29/06/2020
27-FJM-P1-10;-21,206;55,4;0;29/06/2020
27-FJM-P2-01;-21,206;55,401;0;29/06/2020
27-FJM-P2-02;-21,206;55,401;0;29/06/2020
27-NS-P1-01;-21,082;55,277;0;29/06/2020
27-NS-P1-02;-21,083;55,277;0;29/06/2020
27-NS-P1-03;-21,082;55,278;0;29/06/2020
27-NS-P1-04;-21,082;55,278;0;29/06/2020
27-NS-P1-05;-21,082;55,278;0;29/06/2020
27-PJ-P1-01;-21,21;55,411;0;29/06/2020
27-PJ-P1-02;-21,21;55,411;0;29/06/2020
30-TR-P1-01;-21,282;55,558;0;20/07/2020
30-TR-P2-01;-21,282;55,559;0;20/07/2020
30-HG-P1-01;-21,264;55,537;0;20/07/2020
30-HG-P2-01;-21,245;55,534;0;20/07/2020
30-PP-P1-01;-21,239;55,51;0;20/07/2020
30-PP-P1-02;-21,239;55,51;0;20/07/2020
30-PP-P1-03;-21,239;55,511;0;20/07/2020
30-PP-P2-01;-21,24;55,509;0;20/07/2020
30-PP-P2-02;-21,24;55,509;0;20/07/2020
30-PP-P2-03;-21,24;55,509;0;20/07/2020
30-GMR-P1-01;-21,048;55,307;0;20/07/2020
30-GMR-P1-02;-21,049;55,307;0;20/07/2020
30-GMR-P1-03;-21,049;55,307;0;20/07/2020
30-GMR-P1-04;-21,049;55,307;0;20/07/2020
30-GMR-P1-05;-21,048;55,307;0;20/07/2020
30-GMR-P1-06;-21,048;55,307;0;20/07/2020
30-GMR-P1-07;-21,048;55,306;0;20/07/2020
30-GMR-P1-08;-21,048;55,306;0;20/07/2020
30-GMR-P1-09;-21,048;55,306;0;20/07/2020
30-GMR-P1-10;-21,048;55,306;0;20/07/2020
30-HS-P1-01;-21,053;55,302;0;20/07/2020
