Id;X;Y;Surface;Altitude;Type;Maladie;Date
2114;55,53830781;-21,23541741;1954,176347;1093,533802;Officiel;0;19/09/2018
2115;55,53895121;-21,2349259;2564,005245;1105,898687;Officiel;0;19/09/2018
2116;55,53867569;-21,23414508;2299,046165;1107,532564;NA;NA;NA
2123;55,32634022;-21,16701217;3079,813761;790,4249372;NA;NA;NA
2124;55,52109055;-21,02955317;7064,064573;683,9231128;Officiel;0;30/04/2018
2125;55,52054784;-21,02966922;3757,046832;702,1767741;Officiel;0;30/04/2018
2126;55,52029497;-21,03057665;2385,595369;745,5013631;Officiel;0;27/03/2018
2127;55,52000887;-21,03085202;1280,574318;748,0711256;Officiel;0;27/03/2018
2128;55,5202658;-21,03122302;1091,426185;745,2010447;Officiel;0;27/03/2018
2129;55,52055149;-21,03116167;1178,135612;750,1943946;Officiel;0;27/03/2018
2130;55,52061002;-21,03171623;1221,496562;761,2692949;Officiel;0;27/03/2018
2131;55,5188973;-21,02978091;2095,662361;704,0762501;NA;NA;NA
2133;55,58523813;-20,97767887;4047,698;657,6969398;NA;NA;NA
2136;55,58561704;-20,97908571;1036,176269;676,9953505;Officiel;0;16/04/2019
2138;55,58630102;-20,978716;8413,726416;659,6826527;Officiel;0;16/04/2019
2142;55,70781634;-21,11279152;4342,227864;406,5188024;Mixte;1;01/01/2016
2151;55,42162558;-21,31519715;11140,11322;24,02208079;Officiel;1;01/01/2016
2155;55,45723958;-21,32096961;6610,114738;55,52046573;Mixte;1;01/01/2017
2156;55,45762105;-21,32486509;14051,93859;49,1804303;Mixte;1;01/01/2016
2157;55,59413521;-21,34166945;3310,325474;574,8808751;NA;NA;NA
2168;55,55467716;-21,28448503;7449,245487;892,7053045;Officiel;0;18/09/2018
2170;55,45764448;-21,3208973;4705,8082;54,9877511;NA;NA;NA
2173;55,42419974;-21,31435636;3727,969208;29,71381577;NA;NA;NA
2175;55,33643859;-20,99472653;602,695508;480,2204386;NA;NA;NA
2177;55,34240541;-21,00090829;735,9362259;674,4768982;Officiel;0;19/02/2019
2178;55,34190767;-21,00100257;2157,648041;667,142857;NA;NA;NA
2180;55,47000621;-21,24316157;18034,12071;397,3515898;Officiel;0;06/08/2019
2181;55,47055516;-21,24229367;1220,000698;407,3634747;NA;NA;NA
2182;55,57655617;-21,31064402;7112,363151;962,5855485;Officiel;0;16/07/2019
2183;55,506987;-21,0521002;367,3143852;791,8549466;NA;NA;NA
2184;55,50710798;-21,05266739;4183,521464;804,4628272;NA;NA;NA
2185;55,53942124;-21,21257661;1275,642881;1269,470287;NA;NA;NA
2186;55,53932242;-21,21235277;537,5627201;1268,801626;NA;NA;NA
2187;55,53973556;-21,2123044;1580,282073;1269,979006;NA;NA;NA
2188;55,51688403;-21,23155149;4069,816206;971,1397512;Officiel;0;18/09/2018
2189;55,51728191;-21,23144348;1410,505366;973,7612437;Officiel;0;18/09/2018
2190;55,51724417;-21,23088148;2991,293244;980,6421867;Officiel;0;18/09/2018
2191;55,51792307;-21,23048108;4837,136452;989,3249789;Officiel;0;18/09/2018
2192;55,53737457;-21,21468266;3840,66828;1275,772243;NA;NA;NA
2193;55,5380546;-21,21454821;1814,760647;1272,166238;NA;NA;NA
2194;55,53839801;-21,21446631;907,5232135;1272,318565;NA;NA;NA
2197;55,70491587;-21,11182295;14582,12309;421,9056952;Officiel;0;03/09/2019
2200;55,55630215;-21,28179387;14034,36753;935,8141703;Officiel;0;28/08/2018
2203;55,55310047;-21,29417191;9706,595279;802,3042658;NA;NA;NA
2205;55,70336262;-21,11424777;30037,97201;446,7865265;Officiel;0;03/09/2019
2212;55,48712882;-21,30401289;23756,31119;231,6397337;NA;NA;NA
2213;55,4881629;-21,30201268;23677,03173;242,5966919;NA;NA;NA
2215;55,519444;-21,22922352;2145,505235;1017,390224;NA;NA;NA
2216;55,51854491;-21,22653933;282,1416959;1037,589233;NA;NA;NA
2217;55,52670911;-21,21703207;987,5629136;1158,278581;NA;NA;NA
2218;55,52741843;-21,21698483;1886,537346;1167,758194;NA;NA;NA
2219;55,53005407;-21,21528811;203,4246579;1206,542209;NA;NA;NA
2220;55,52979025;-21,21551925;809,5156871;1203,438972;NA;NA;NA
2221;55,53034201;-21,21602765;339,6286166;1204,493141;NA;NA;NA
2222;55,53867554;-21,21440956;1443,756406;1274,724294;NA;NA;NA
2223;55,53980913;-21,21406313;738,1831946;1279,500606;NA;NA;NA
2224;55,53696971;-21,21287757;1609,838075;1260,586013;NA;NA;NA
2225;55,5373732;-21,21309297;2507,23067;1262,707893;NA;NA;NA
2226;55,53792014;-21,21294496;473,1016534;1264,165219;NA;NA;NA
2227;55,53495;-21,2126572;5478,615371;1249,657164;NA;NA;NA
2228;55,52994194;-21,21311208;1515,178274;1210,162466;NA;NA;NA
2229;55,53253738;-21,21350985;6889,5798;1229,698494;NA;NA;NA
2230;55,53186283;-21,21407864;4613,856881;1221,18806;NA;NA;NA
2231;55,54004;-21,24023287;3355,746595;1053,775734;NA;NA;NA
2232;55,52127773;-21,22751578;592,8105132;1060,585435;NA;NA;NA
2233;55,52160421;-21,22717958;500,6355204;1068,687564;NA;NA;NA
2234;55,52166723;-21,22727067;1280,422838;1066,290959;NA;NA;NA
2236;55,53490097;-21,21789458;325,063373;1236,412313;NA;NA;NA
2237;55,54041024;-21,22235838;1383,403657;1227,575911;NA;NA;NA
2238;55,540882;-21,22208838;2726,824221;1227,26817;NA;NA;NA
2239;55,5456431;-21,22196574;1246,86953;1272,41515;NA;NA;NA
2246;55,54720634;-21,21235273;1786,600851;1333,881552;NA;NA;NA
2247;55,54283258;-21,21227288;85,03290593;1304,290558;NA;NA;NA
2248;55,54717276;-21,20624401;5026,491108;1359,7914;NA;NA;NA
2249;55,55544901;-21,21495711;36,80721449;1382,223145;NA;NA;NA
2251;55,55062858;-21,27965197;491,5779398;885,1262152;NA;NA;NA
2253;55,55886852;-21,28100314;1668,143387;974,5437865;NA;NA;NA
2255;55,55869991;-21,28360066;1183,19035;974,8205973;NA;NA;NA
2256;55,55303833;-21,28234267;1237,650778;879,4076616;Officiel;0;22/01/2019
2257;55,54050271;-21,28278025;1979,50134;720,4494685;Officiel;1;20/07/2020
2258;55,53561583;-21,2874423;574,3903905;637,3889868;NA;NA;NA
2259;55,55474904;-21,28855393;7414,771032;858,684617;Officiel;0;22/01/2019
2260;55,55495422;-21,28938869;7051,839381;848,3467495;Officiel;0;22/01/2019
2261;55,54225797;-21,29213297;1197,142654;681,0033976;NA;NA;NA
2262;55,54516615;-21,2965449;873,9213467;699,2239926;NA;NA;NA
2263;55,55083161;-21,29521195;830,0084771;769,4159354;NA;NA;NA
2264;55,55162477;-21,29503034;302,657246;776,0616499;NA;NA;NA
2280;55,33808048;-21,01341594;2373,5048;800,9480322;NA;NA;NA
2281;55,33756422;-21,01366806;3392,491115;805,3758615;NA;NA;NA
2282;55,33822666;-21,01407396;8234,871345;812,8785366;NA;NA;NA
2290;55,32119564;-21,02823916;751,3894674;768,5582371;NA;NA;NA
2340;55,27943688;-21,04014193;5431,198029;416,3554574;NA;NA;NA
2341;55,27984142;-21,03973259;1317,437334;421,2138548;NA;NA;NA
2342;55,28036289;-21,04107679;3069,475566;429,6960025;NA;NA;NA
2345;55,30277726;-21,04481589;1019,889561;697,852043;NA;NA;NA
2353;55,30725425;-21,0512671;1920,495239;774,846871;NA;NA;NA
2372;55,30019662;-21,05693245;4105,992502;731,7044878;NA;NA;NA
2375;55,25423868;-21,06024018;8434,000483;293,0042222;NA;NA;NA
2376;55,2542772;-21,06002027;10554,35559;291,3141417;Officiel;0;31/07/2018
2377;55,25411458;-21,06173562;5556,451421;295,8860556;Mixte;0;31/07/2018
2395;55,30703812;-21,07011228;498,1236327;844,0562163;NA;NA;NA
2401;55,25753243;-21,08457541;9414,2978;301,2260676;Officiel;0;21/05/2019
2403;55,28811448;-21,08733101;912,3070415;649,4998404;NA;NA;NA
2436;55,54657074;-21,29689753;815,8773791;716,2906982;NA;NA;NA
2437;55,54733372;-21,28187848;654,4520338;818,9478086;NA;NA;NA
2438;55,55612265;-21,27144006;703,3592843;1006,595081;NA;NA;NA
2439;55,54939367;-21,27255968;514,0398533;892,5199668;NA;NA;NA
2440;55,27781197;-21,13522637;325,1448733;120,5702342;NA;NA;NA
2441;55,31720764;-21,07132198;1119,850045;949,8703652;NA;NA;NA
2442;55,31587659;-21,07364016;6869,734518;956,5591782;NA;NA;NA
2443;55,31994092;-21,07190699;5335,553877;1005,250973;NA;NA;NA
2444;55,32156664;-21,07074383;1577,880276;1032,727127;NA;NA;NA
2445;55,32177713;-21,07101769;850,9196692;1037,938543;NA;NA;NA
2446;55,29444359;-21,06460184;1463,44514;697,4056503;NA;NA;NA
2448;55,30119353;-21,06992329;996,0323638;761,8307079;NA;NA;NA
2449;55,28091406;-21,09453767;1321,711151;562,7164596;NA;NA;NA
2450;55,25858917;-21,06623769;878,6147789;326,4930295;NA;NA;NA
2451;55,27487;-21,05389413;221,529512;432,5416534;NA;NA;NA
2456;55,31459269;-21,03020146;454,6145706;701,0772448;NA;NA;NA
2458;55,32323726;-21,02844833;106,8040261;810,2581909;NA;NA;NA
2459;55,33872699;-21,02163781;541,3047142;928,700264;NA;NA;NA
2461;55,32265382;-21,0363999;4685,224308;891,4481739;NA;NA;NA
2463;55,50701489;-21,05451741;1824,845491;861,8210673;Mixte;0;29/05/2018
2464;55,50768842;-21,05377807;2342,900133;848,8468042;Officiel;0;29/05/2018
2465;55,50668393;-21,05404042;3847,372611;847,3664529;Officiel;0;29/05/2018
2466;55,50896129;-21,0700765;384,3716888;1015,41398;Agrumile;0;29/05/2018
2467;55,53344762;-21,05073533;417,9419028;701,4345344;Officiel;0;29/05/2018
2468;55,53373393;-21,05095104;1201,557878;709,1061772;Officiel;0;29/05/2018
2469;55,53415543;-21,05118793;600,726259;728,1042964;Officiel;0;21/05/2019
2470;55,53351293;-21,05145934;2404,899746;716,6243043;Mixte;0;21/05/2019
2471;55,53454832;-21,05239463;788,1909734;738,0774249;Officiel;0;21/05/2019
2472;55,53487435;-21,05117224;481,1520302;737,0093051;Officiel;0;21/05/2019
2474;55,53528557;-21,05104916;1444,296839;741,7369316;Officiel;0;21/05/2019
2475;55,5423196;-21,02898972;3473,12091;531,9756177;Mixte;1;27/03/2018
2477;55,29154561;-21,03647307;5523,320457;520,8031347;NA;NA;NA
2478;55,29989949;-21,05592345;6775,831505;730,1309095;NA;NA;NA
2479;55,50585697;-21,0532776;1805,260609;811,1335642;Officiel;0;29/05/2018
2480;55,5063794;-21,05306969;1085,664782;799,1886424;Officiel;0;29/05/2018
2481;55,534482;-21,05083132;3819,046698;724,0483197;Officiel;0;21/05/2019
2483;55,22909738;-21,03270099;3055,099563;26,27975564;NA;NA;NA
2515;55,23456877;-21,02390586;17375,87707;29,74522797;Officiel;0;31/07/2018
2517;55,48045808;-21,26410449;1122,870362;377,6650639;Officiel;0;22/01/2019
2518;55,41690175;-21,20868589;270,6559041;1020,823531;NA;NA;NA
2519;55,41036723;-21,20560084;540,7817289;957,9406689;NA;NA;NA
2520;55,41070038;-21,20505644;99,9758092;972,2686768;NA;NA;NA
2521;55,41101427;-21,20479954;2333,766489;979,2749546;NA;NA;NA
2522;55,40103642;-21,20622856;2793,92675;887,4974386;NA;NA;NA
2523;55,40072351;-21,2069239;1649,030236;895,424362;NA;NA;NA
2524;55,39953435;-21,20929799;1509,622602;893,1120108;NA;NA;NA
2525;55,39943668;-21,20881185;670,9218551;895,4902322;NA;NA;NA
2526;55,4140201;-21,20804282;2710,340601;992,955612;NA;NA;NA
2527;55,41905131;-21,2113279;3052,662448;1027,594171;NA;NA;NA
2528;55,60654934;-21,3219328;707,1733768;667,6978051;Mixte;0;16/04/2019
2529;55,69223516;-21,36497508;238,7604326;301,8009976;Officiel;0;16/04/2019
2530;55,64980298;-21,32054998;1635,001711;915,7459785;Mixte;0;16/04/2019
2531;55,53230049;-21,19853619;1931,421161;1327,86303;Officiel;0;06/08/2019
2532;55,53254382;-21,19699983;1282,879149;1338,503184;Officiel;0;06/08/2019
2533;55,46395094;-21,23905578;2488,87746;451,0447682;Officiel;0;06/08/2019
2534;55,54331647;-21,22486666;1768,513731;1224,195058;Officiel;0;18/09/2018
2535;55,58666378;-20,97742782;1096,503008;637,8729965;Officiel;0;26/06/2018
2536;55,27869079;-21,06706824;862,9059828;521,2864348;Mixte;1;19/02/2019
2537;55,58057154;-21,33615358;398,9102337;661,7340375;Mixte;1;21/05/2019
2538;55,34540389;-21,01466006;1115,676403;922,2213075;Officiel;0;21/05/2019
2539;55,53390064;-21,24511514;1061,576573;933,0575819;Officiel;0;19/03/2019
2540;55,24955973;-21,06373408;24110,90039;261,5134783;Officiel;0;31/07/2018
2541;55,72465639;-21,12543599;661,8563703;419,9957166;Mixte;1;16/04/2019
2542;55,59482825;-20,93395034;6774,095243;233,9962044;Mixte;1;16/04/2019
2543;55,59506709;-20,9328713;5131,278572;221,6189273;Mixte;1;16/04/2019
2544;55,58641224;-21,34158441;1156,544216;583,9976563;Officiel;0;21/05/2019
2545;55,48509013;-21,2192192;5297,526331;754,1884397;Officiel;1;25/06/2019
2546;55,53918294;-21,26072447;1870,374548;811,8443179;Officiel;0;18/09/2018
2547;55,52159848;-21,03099349;8351,141824;689,518275;Officiel;0;30/04/2018
2548;55,54146515;-21,02828368;1520,59651;497,8527053;Officiel;0;27/03/2018
2549;55,52461302;-21,22140377;340,2707861;1100,254543;Officiel;0;19/02/2019
2550;55,69883671;-21,10747597;753,3155837;418,0139751;Officiel;1;19/02/2019
2551;55,69848509;-21,10786503;952,5430575;421,5355021;Officiel;1;19/02/2019
2552;55,69827608;-21,10764637;590,2373441;430,0450616;Officiel;0;19/02/2019
2553;55,70172381;-21,10811047;1062,243967;399,7048943;Officiel;0;19/02/2019
2554;55,57293125;-21,32170086;630,6248833;809,79241;NA;NA;NA
2555;55,27751757;-21,08226905;6574,579838;551,1756557;Officiel;0;06/08/2019
2556;55,47033762;-21,22551148;1610,164325;484,0021151;Officiel;0;06/08/2019
2557;55,67063886;-21,0982303;1523,988458;476,4247656;Officiel;0;03/09/2019
2558;55,69076253;-21,10817138;833,8280599;520,8409627;Officiel;1;03/09/2019
2559;55,69131358;-21,10814628;922,2521033;510,6358769;Officiel;0;03/09/2019
2560;55,68992047;-21,10786259;1551,53679;518,7638753;Officiel;1;03/09/2019
2561;55,71035763;-21,1167156;2373,221809;430,4991302;Officiel;1;03/09/2019
2562;55,52900654;-21,23114589;2169,704543;1064,638837;Officiel;0;22/01/2019
2564;55,48049093;-21,26446773;1492,004164;376,5297195;Officiel;0;22/01/2019
2565;55,4800158;-21,26457408;1532,594339;376,6221579;Officiel;0;22/01/2019
2566;55,54033955;-21,36139613;360,8823428;65,84455827;NA;NA;NA
2567;55,54049683;-21,36145417;536,4034909;66,86027839;NA;NA;NA
2569;55,54612248;-21,34947467;479,6847079;281,8346832;NA;NA;NA
2572;55,30329823;-21,23120996;3992,794669;42,61665883;NA;NA;NA
2576;55,3008673;-21,2290121;3098,685989;52,36030986;NA;NA;NA
2577;55,30145091;-21,22861944;2189,273958;58,22065536;NA;NA;NA
2582;55,3220305;-21,16195585;558,1808214;743,7538306;NA;NA;NA
2583;55,57139857;-21,36964105;1327,047375;148,7017988;NA;NA;NA
2584;55,57134502;-21,36994617;2114,449953;148,8258704;NA;NA;NA
2585;55,5673397;-21,36878127;497,2810958;173,4028258;NA;NA;NA
2587;55,4497913;-21,26082812;1082,371603;333,6764128;NA;NA;NA
2588;55,25001025;-21,06212439;10169,28273;256,1308657;Mixte;0;31/07/2018
2589;55,42685386;-21,25740199;829,0391565;272,6727931;NA;NA;NA
2592;55,57506693;-21,35742563;4854,497456;277,074379;NA;NA;NA
2594;55,57430749;-21,35455008;2206,039431;311,8867318;Officiel;1;01/01/2016
2595;55,57462584;-21,35458739;952,6168623;322,2761002;NA;NA;NA
2596;55,55890798;-21,34978313;692,9610596;342,2161111;NA;NA;NA
2597;55,56071982;-21,34946538;1160,498183;362,2022164;Officiel;0;19/03/2019
2598;55,55878503;-21,3497205;708,5095808;342,4288537;Mixte;1;19/03/2019
2599;55,55819765;-21,34974152;291,6684371;331,7014084;NA;NA;NA
2603;55,58256786;-21,35080929;3225,877966;399,0867443;NA;NA;NA
2605;55,58304096;-21,35028751;4703,538609;413,6670437;Mixte;1;01/01/2016
2606;55,58278945;-21,34994084;1823,237387;409,9016461;NA;NA;NA
2608;55,58213013;-21,33553985;1676,796004;670,7462408;NA;NA;NA
2609;55,58184915;-21,33487435;1270,311838;684,9350553;NA;NA;NA
2612;55,55629342;-21,32804085;749,1555494;636,9040823;Mixte;1;01/01/2016
2613;55,55613268;-21,32840336;2278,911876;632,8562579;Officiel;1;25/06/2019
2617;55,59860336;-21,33517841;2230,959303;698,4552778;NA;NA;NA
2618;55,41509432;-21,30890199;2901,600935;16,28515619;Officiel;0;16/04/2019
2619;55,2284352;-21,03386213;5654,312722;50,65767454;NA;NA;NA
2639;55,70152608;-21,05810027;1341,643283;90,70102825;NA;NA;NA
2643;55,65793127;-21,09515612;2986,090576;505,6693882;NA;NA;NA
2644;55,65816778;-21,09519126;658,5110799;505,2506327;NA;NA;NA
2645;55,65890721;-21,09627766;2117,715476;505,0570656;NA;NA;NA
2650;55,60715098;-21,31014155;637,4766109;817,0940733;NA;NA;NA
2651;55,60825119;-21,31289434;5910,155482;767,0163722;NA;NA;NA
2652;55,6069939;-21,31296891;2170,208645;761,7843183;NA;NA;NA
2654;55,60694971;-21,31469968;4473,162978;731,834545;NA;NA;NA
2655;55,60529579;-21,31425727;4913,461375;736,1496962;NA;NA;NA
2661;55,60745536;-21,31688014;7382,499214;708,3342405;NA;NA;NA
2662;55,60691906;-21,31799625;3036,512207;693,2411288;NA;NA;NA
2664;55,60744995;-21,32145059;485,7895621;669,4237183;NA;NA;NA
2665;55,60890585;-21,32150788;3057,017995;675,582755;NA;NA;NA
2666;55,60840483;-21,32215148;2985,279634;667,6829424;NA;NA;NA
2667;55,60836699;-21,32263772;3499,652183;668,7720991;NA;NA;NA
2671;55,60751792;-21,32447836;625,3984756;657,7558148;NA;NA;NA
2680;55,61418792;-21,32355531;3273,563865;765,5658543;NA;NA;NA
2682;55,61470747;-21,32159194;3672,999265;791,2923685;NA;NA;NA
2684;55,61180878;-21,31995811;1508,86949;789,6999224;NA;NA;NA
2685;55,61145925;-21,31964466;356,721715;789,4449642;NA;NA;NA
2688;55,61689345;-21,32279369;1767,607601;781,9955025;NA;NA;NA
2689;55,61738003;-21,3232537;2481,832013;773,0865053;NA;NA;NA
2690;55,61673771;-21,32425041;4067,928299;761,4270532;NA;NA;NA
2697;55,61041265;-21,33772671;2417,246626;600,9709914;NA;NA;NA
2698;55,61048211;-21,33606265;1529,143055;631,0398647;NA;NA;NA
2699;55,61016477;-21,33536103;2285,063642;634,3579309;NA;NA;NA
2700;55,60910953;-21,33514455;2425,027971;629,0729364;NA;NA;NA
2701;55,61001571;-21,34087676;2200,737072;540,177448;NA;NA;NA
2702;55,61032345;-21,34128923;670,1177073;533,3797936;NA;NA;NA
2703;55,61028321;-21,33054236;4276,405684;657,1418497;NA;NA;NA
2704;55,60676583;-21,31381165;1319,563914;740,740259;NA;NA;NA
2711;55,60347668;-21,33022625;1546,505105;646,807325;NA;NA;NA
2712;55,56631451;-21,30784435;4078,018492;852,549918;NA;NA;NA
2713;55,55098755;-21,31530192;1138,427108;695,7356682;NA;NA;NA
2714;55,53573081;-21,31873379;177,0485083;511,9651337;NA;NA;NA
2716;55,57408708;-21,30305807;1877,940586;1018,521411;NA;NA;NA
2717;55,58692294;-21,29836443;1535,169247;1237,127436;NA;NA;NA
2718;55,57286754;-21,32065244;506,7586444;827,2617139;NA;NA;NA
2719;55,57232591;-21,32204581;2081,149539;800,3150174;Officiel;0;21/05/2019
2720;55,57248643;-21,32306407;335,3351605;786,1021822;NA;NA;NA
2721;55,57226054;-21,323387;511,3446677;777,9709075;NA;NA;NA
2727;55,70209015;-21,08746477;216,1041391;263,8485274;NA;NA;NA
2728;55,70139878;-21,08699231;1095,973318;263,5750384;NA;NA;NA
2729;55,6946182;-21,11077748;760,2316369;483,9652134;NA;NA;NA
2730;55,69554521;-21,10937613;1249,843197;472,2288208;NA;NA;NA
2731;55,6998058;-21,10535363;7060,23507;390,5096934;NA;NA;NA
2732;55,70986977;-21,09088084;830,9584758;242,6369162;NA;NA;NA
2733;55,72306932;-21,1121121;1906,986488;266,5570351;NA;NA;NA
2734;55,71151414;-21,11420428;1279,062435;372,6851621;NA;NA;NA
2735;55,7112708;-21,11393203;223,9209324;376,0287836;NA;NA;NA
2736;55,7509927;-21,10168892;687,9902687;81,50164918;NA;NA;NA
2738;55,72517779;-21,12535623;1772,797105;414,4307804;Officiel;0;16/04/2019
2739;55,6857505;-21,06179314;3851,402856;172,8187773;NA;NA;NA
2742;55,56664228;-21,27056889;62611,99311;1144,28056;NA;NA;NA
2743;55,53331595;-21,0504324;550,2032392;699,2452923;Mixte;0;29/05/2018
2745;55,53346972;-21,02101137;3016,165331;593,4578909;NA;NA;NA
2747;55,50416675;-21,0617117;1780,896365;844,1984974;NA;NA;NA
2748;55,4699303;-21,02705359;1322,24799;1169,188352;NA;NA;NA
2749;55,60790026;-21,00117115;15128,80999;208,5617176;NA;NA;NA
2750;55,53391891;-21,02090075;3306,603777;593,6082519;NA;NA;NA
2754;55,53463519;-21,02262207;4178,54829;594,601021;NA;NA;NA
2755;55,48802989;-21,03229183;1438,279752;836,8324815;NA;NA;NA
2757;55,63423301;-20,97969611;12062,13569;135,3297085;NA;NA;NA
2758;55,53880563;-21,02128362;8556,934137;598,5051984;NA;NA;NA
2760;55,53856084;-21,0224429;2634,80073;591,6266628;NA;NA;NA
2761;55,49548892;-21,03023368;4874,356755;731,5669666;NA;NA;NA
2763;55,52925935;-21,05251645;743,9338646;714,4832115;NA;NA;NA
2764;55,487568;-21,03414901;11215,05192;845,0906818;NA;NA;NA
2766;55,49838455;-21,0309285;1713,450088;799,5866493;NA;NA;NA
2767;55,49026735;-21,03324774;1853,638266;753,5023981;NA;NA;NA
2768;55,50462064;-21,0624596;693,368556;859,904099;NA;NA;NA
2769;55,50827489;-21,06662888;1398,468346;970,8774522;NA;NA;NA
2773;55,46481014;-21,02703565;9991,31543;1158,994593;Officiel;0;16/04/2019
2774;55,48966126;-21,02990686;6749,497044;727,0056572;Officiel;0;26/06/2018
2775;55,50765852;-21,06556727;4048,233017;924,1383601;NA;NA;NA
2776;55,46375787;-21,03089977;17875,21156;1254,846631;Officiel;0;20/08/2019
2777;55,52011035;-21,03007797;1135,51559;726,8230146;NA;NA;NA
2778;55,50722655;-21,05943209;537,3107421;901,64735;NA;NA;NA
2779;55,46509705;-21,02747843;3417,466317;1150,687615;Officiel;0;16/04/2019
2780;55,47728711;-21,02858203;511,2500972;1098,299516;Officiel;0;30/04/2018
2781;55,47667036;-21,02941621;229,0143965;1104,158773;Officiel;0;20/08/2019
2783;55,64113017;-20,98288498;2985,344074;141,7894528;NA;NA;NA
2784;55,6417806;-20,98386418;28173,21216;151,2263422;NA;NA;NA
2792;55,61536694;-20,98956115;3531,131429;182,495618;NA;NA;NA
2796;55,53152089;-21,04515109;2244,195753;672,6610562;NA;NA;NA
2797;55,53239096;-21,0471984;1050,253948;697,776275;Officiel;0;26/06/2018
2803;55,51812565;-21,0489602;2341,330155;711,9964031;NA;NA;NA
2804;55,51797728;-21,04935381;509,3100071;711,7680722;NA;NA;NA
2805;55,51840428;-21,04913667;1818,691176;709,1530105;NA;NA;NA
2806;55,5183254;-21,0496628;1541,616634;719,0653876;NA;NA;NA
2807;55,51895953;-21,04970499;3249,891444;717,5376162;NA;NA;NA
2808;55,5189331;-21,04995599;487,6642603;726,6527012;NA;NA;NA
2809;55,51911426;-21,04901348;2813,560451;703,6950673;NA;NA;NA
2810;55,5194912;-21,0491128;1693,971644;705,0081818;NA;NA;NA
2811;55,51956828;-21,04933756;667,1787613;709,1087183;NA;NA;NA
2812;55,51932355;-21,04861603;1898,501559;701,2799787;NA;NA;NA
2813;55,51525789;-21,0559511;2598,459188;745,3651167;NA;NA;NA
2814;55,51537755;-21,05646603;2018,237927;753,1444744;NA;NA;NA
2819;55,50908303;-21,07063297;682,3626665;1026,806178;Officiel;0;25/06/2019
2826;55,47779803;-21,03005843;2522,25951;1093,671188;NA;NA;NA
2827;55,4789325;-21,0300462;478,2712013;1088,011136;NA;NA;NA
2829;55,48008285;-21,03556045;1133,201035;1099,92761;NA;NA;NA
2830;55,478528;-21,034791;767,6329254;1100,168562;NA;NA;NA
2833;55,51709087;-21,03448085;6211,776023;813,8676605;NA;NA;NA
2838;55,52087548;-21,03745589;2710,223889;745,8481502;Officiel;0;30/04/2018
2846;55,53634941;-21,0212768;2123,704204;584,425236;NA;NA;NA
2852;55,60757549;-21,00016337;7496,647645;207,8813271;NA;NA;NA
2853;55,6115815;-20,99819614;1693,608547;193,1408578;NA;NA;NA
2854;55,56845583;-21,00626922;1431,699852;328,7269622;NA;NA;NA
2855;55,5445095;-21,0197485;1465,890534;485,2725859;NA;NA;NA
2856;55,54314103;-21,02076933;315,8821541;503,614842;NA;NA;NA
2857;55,53435485;-21,02158427;203,3929303;588,5039334;NA;NA;NA
2858;55,53367999;-21,0219305;135,9901806;587,6264823;NA;NA;NA
2859;55,51665136;-21,03064924;1053,724656;778,5796994;NA;NA;NA
2860;55,51658873;-21,0332267;3263,062431;803,0015163;NA;NA;NA
2861;55,5074075;-21,02918466;5069,448526;883,9219138;NA;NA;NA
2863;55,4753864;-21,03258733;7243,383001;1154,289843;NA;NA;NA
2864;55,47675548;-21,03301001;369,3700266;1127,78083;NA;NA;NA
2865;55,47462214;-21,03114722;1352,10716;1139,290452;NA;NA;NA
2866;55,47569063;-21,02955223;493,874745;1102,532126;NA;NA;NA
2867;55,4674394;-21,03476376;509,9917389;1264,403942;NA;NA;NA
2868;55,46462866;-21,03804609;3753,655531;1290,211537;NA;NA;NA
2869;55,47430882;-21,0251662;719,814731;1075,913696;NA;NA;NA
2870;55,4749663;-21,02603935;473,1430809;1078,105548;NA;NA;NA
2871;55,47155186;-21,02408036;1026,166746;1059,240647;NA;NA;NA
2872;55,47253606;-21,02457825;1249,273637;1073,637795;NA;NA;NA
2873;55,51637589;-21,05594871;3882,823341;758,7508692;NA;NA;NA
2874;55,50967521;-21,06495599;1792,963305;945,439305;NA;NA;NA
2875;55,50880079;-21,06719911;916,3989694;976,6567586;NA;NA;NA
2876;55,50965025;-21,06066853;3788,11383;910,3066665;NA;NA;NA
2877;55,50772618;-21,06019612;1236,799675;909,5193908;NA;NA;NA
2878;55,50659137;-21,06171117;1975,782931;880,4229889;NA;NA;NA
2881;55,55951448;-21,34922342;2691,911533;354,4856956;Officiel;1;19/03/2019
2910;55,54440817;-21,22185161;506,0480142;1259,396918;NA;NA;NA
2911;55,54562911;-21,21206385;3588,783832;1323,778073;NA;NA;NA
2917;55,52179346;-21,03614895;1544,760795;727,0876761;NA;NA;NA
2918;55,53277279;-21,19868147;2103,001956;1332,599474;NA;NA;NA
2919;55,53214463;-21,19889205;1856,804914;1327,116248;Officiel;0;18/09/2018
2920;55,45775075;-21,32216601;5260,620921;53,52365239;NA;NA;NA
2921;55,45748693;-21,32214324;1831,665372;54,0461218;NA;NA;NA
2922;55,45717331;-21,32255729;8799,062595;53,41457975;NA;NA;NA
2923;55,45785949;-21,3233818;4056,885261;51,88167736;NA;NA;NA
2924;55,66944974;-21,04670854;4177,402767;254,9635485;NA;NA;NA
2925;55,42442346;-21,20763925;23959,58509;1057,305785;Officiel;0;06/08/2019
