id;longitude;latitude;date
HLB20-281;55,47621938;-21,3363516;24/06/2020
HLB20-284;55,47621938;-21,3363516;24/06/2020
HLB20-293;55,54994405;-21,3169956;17/01/2020
HLB20-320;55,55096212;-21,3163991;17/01/2020
HLB20-352;55,70139244;-21,0869975;29/01/2020
HLB20-355;55,70139244;-21,0869975;29/01/2020
HLB20-357;55,69553701;-21,1093835;29/01/2020
HLB20-358;55,69553701;-21,1093835;29/01/2020
HLB20-359;55,69553701;-21,1093835;29/01/2020
HLB20-360;55,69553701;-21,1093835;29/01/2020
HLB20-363;55,69461017;-21,1107856;29/01/2020
HLB20-367;55,68648291;-21,0628166;30/01/2020
HLB20-369;55,68648291;-21,0628166;30/01/2020
HLB20-370;55,68648291;-21,0628166;30/01/2020
HLB20-396;55,56844671;-21,0062704;28/05/2020
HLB20-397;55,56844671;-21,0062704;28/05/2020
HLB20-398;55,56844671;-21,0062704;28/05/2020
HLB20-399;55,56844671;-21,0062704;28/05/2020
HLB20-400;55,56844671;-21,0062704;28/05/2020
HLB20-401;55,634231;-20,9797008;28/05/2020
HLB20-402;55,634231;-20,9797008;28/05/2020
HLB20-403;55,634231;-20,9797008;28/05/2020
HLB20-404;55,634231;-20,9797008;28/05/2020
HLB20-405;55,634231;-20,9797008;28/05/2020
HLB20-426;55,5338429;-21,0505737;29/05/2020
HLB20-427;55,5338429;-21,0505737;29/05/2020
HLB20-428;55,5338429;-21,0505737;29/05/2020
HLB20-429;55,5338429;-21,0505737;29/05/2020
HLB20-430;55,5338429;-21,0505737;29/05/2020
HLB20-433;55,4954887;-21,0302297;29/05/2020
HLB20-434;55,4954887;-21,0302297;29/05/2020
HLB20-441;55,46376011;-21,0309035;29/05/2020
HLB20-442;55,46376011;-21,0309035;29/05/2020
HLB20-443;55,46376011;-21,0309035;29/05/2020
HLB20-444;55,46376011;-21,0309035;29/05/2020
HLB20-446;55,47666793;-21,0294117;29/05/2020
HLB20-449;55,47666793;-21,0294117;29/05/2020
HLB20-450;55,47666793;-21,0294117;29/05/2020
HLB20-452;55,50826899;-21,0666291;29/05/2020
HLB20-456;55,61158136;-20,9981994;29/05/2020
HLB20-457;55,61158136;-20,9981994;29/05/2020
HLB20-459;55,61158136;-20,9981994;29/05/2020
HLB20-460;55,61158136;-20,9981994;29/05/2020
HLB20-461;55,51204416;-21,030538;29/05/2020
HLB20-462;55,51204416;-21,030538;29/05/2020
HLB20-467;55,46937492;-21,0294185;29/05/2020
HLB20-468;55,46937492;-21,0294185;29/05/2020
HLB20-469;55,46937492;-21,0294185;29/05/2020
HLB20-470;55,46937492;-21,0294185;29/05/2020
HLB20-471;55,4800788;-21,0355668;29/05/2020
HLB20-472;55,4800788;-21,0355668;29/05/2020
HLB20-474;55,4800788;-21,0355668;29/05/2020
HLB20-475;55,4800788;-21,0355668;29/05/2020
HLB20-477;55,5334683;-21,0210132;29/05/2020
HLB20-485;55,52695833;-21,0343715;29/05/2020
HLB20-486;55,50771718;-21,0602016;29/05/2020
HLB20-487;55,50771718;-21,0602016;29/05/2020
HLB20-488;55,50771718;-21,0602016;29/05/2020
HLB20-489;55,50771718;-21,0602016;29/05/2020
HLB20-490;55,50771718;-21,0602016;29/05/2020
HLB20-496;55,47728246;-21,0285861;29/05/2020
HLB20-497;55,47728246;-21,0285861;29/05/2020
HLB20-498;55,47728246;-21,0285861;29/05/2020
HLB20-499;55,47728246;-21,0285861;29/05/2020
HLB20-500;55,47728246;-21,0285861;29/05/2020
HLB20-501;55,50771718;-21,0602016;29/05/2020
HLB20-502;55,50771718;-21,0602016;29/05/2020
HLB20-503;55,50771718;-21,0602016;29/05/2020
HLB20-504;55,50771718;-21,0602016;29/05/2020
P3;55,58085888;-21,3602304;01/01/2015
P5;55,55441715;-21,3474939;01/01/2015
P10;55,56763609;-21,3624306;01/01/2015
P12;55,57764115;-21,3439253;01/01/2015
P2;55,55918116;-21,3582662;01/01/2016
P3;55,7077905;-21,1129373;01/01/2016
P15;55,42149762;-21,3146015;01/01/2016
P17;55,45796625;-21,3255083;01/01/2016
P22;55,56915308;-21,3660929;01/01/2016
P23;55,57412628;-21,3544282;01/01/2016
P24;55,56808032;-21,3693086;01/01/2016
P25;55,57631959;-21,34199;01/01/2016
P26;55,56676772;-21,3287565;01/01/2016
P27;55,55622789;-21,3279978;01/01/2016
P30;55,58304603;-21,3503936;01/01/2016
P1;55,58116722;-21,3562494;01/01/2017
P20;55,57939299;-21,3602451;01/01/2017
P2;55,58051219;-21,3601823;01/01/2017
P3;55,58258277;-21,3614644;01/01/2017
P19;55,57281623;-21,3602616;01/01/2017
P16;55,5528916;-21,3437772;01/01/2017
P5;55,56156173;-21,3435716;01/01/2017
P11;55,45736344;-21,3204624;01/01/2017
P13;55,60867252;-21,3282594;01/01/2017
P8;55,57927787;-21,3301635;01/01/2017
P17;55,43388248;-21,2947908;01/01/2017
P29;55,47436746;-21,2336571;01/01/2017
P30;55,68637195;-21,0623009;01/01/2017
37PBP11;55,50177433;-21,245438;18/09/2018
37PBP21;55,50154384;-21,2453637;18/09/2018
C18-236;55,54276736;-21,0274075;27/03/2018
C18-248;55,54232543;-21,0293188;27/03/2018
04BPP1 01;55,54122497;-21,2910763;22/01/2019
04BPP1 02;55,54073443;-21,2909727;22/01/2019
04-BS-P1-01;55,47984325;-21,2652588;22/01/2019
04-BS-P1-02;55,4802221;-21,2649642;22/01/2019
08-CA-P1-01;55,278707;-21,0670583;19/02/2019
08-MLJ-P1-01;55,69893253;-21,1075034;19/02/2019
08-MLJ-P1-02;55,69841807;-21,1079873;19/02/2019
12-MI-P1-03;55,70217196;-21,3448522;19/03/2019
12-HG-P1-01;55,53672378;-21,2647688;19/03/2019
12-PAE-P1-02;55,54224906;-21,2830095;19/03/2019
12-FLD-P1-04;55,6086314;-21,3285301;19/03/2019
12-MJP-P1-01;55,57781896;-21,3434842;19/03/2019
12-MJP-P2-01;55,57804436;-21,3401077;19/03/2019
12-MJP-P2-03;55,57797461;-21,3403419;19/03/2019
12-HS-P1-01;55,55970015;-21,3495627;19/03/2019
12-HS-P1-05;55,56029093;-21,3492968;19/03/2019
12-HS-P1-07;55,55974472;-21,3489488;19/03/2019
12-HS-P1-08;55,5593082;-21,3492161;19/03/2019
12-HS-P1-09;55,55915217;-21,3493954;19/03/2019
12-HS-P1-11;55,55781811;-21,3497453;19/03/2019
12-HS-P1-12;55,55837785;-21,3496959;19/03/2019
12-HS-P1-14;55,55919853;-21,3495855;19/03/2019
12-PJL-P1-01;55,58057412;-21,3607609;19/03/2019
12-PJL-P1-02;55,58102324;-21,3601866;19/03/2019
16-JN-P1-01;55,72475289;-21,1254602;16/04/2019
16-SJM-P1-01;55,59519106;-20,9331581;16/04/2019
16-SJM-P1-02;55,59488635;-20,9338693;16/04/2019
16-NJB-P1-01;55,37046503;-21,2814708;16/04/2019
16-NJB-P1-03;55,37059755;-21,2816889;16/04/2019
21-EARLLF-P2 01;55,58058953;-21,3361275;21/05/2019
21-PG-P1 01;55,54685173;-21,3480971;21/05/2019
21-PG-P1 02;55,54695494;-21,348387;21/05/2019
21-PG-P1 03;55,54671624;-21,3491257;21/05/2019
26-MM-P1-02;55,48535665;-21,2189328;25/06/2019
26-YL-P1-01;55,5869012;-21,3586283;25/06/2019
26-BML-P1-03;55,55616881;-21,3281238;25/06/2019
36-PJ-P1-01;55,69984592;-21,0456558;03/09/2019
36-RAP-P1-01;55,69070376;-21,1083344;03/09/2019
36-RAP-P5-02;55,69000294;-21,1081122;03/09/2019
36-BG-P1-02;55,71034559;-21,1169497;03/09/2019
38-RS-P2-01;55,25953425;-21,0640718;17/09/2019
30-PE-P1-01;55,54072746;-21,2828879;20/07/2020
0102TP03;55,49173989;-21,2581393;01/02/2021
0102TP04;55,4929471;-21,2550337;01/02/2021
0102TP06;55,49052879;-21,255003;01/02/2021
